,Unnamed: 0,ID урока,Дата старта урока,Текст сообщения,Дата сообщения,Разметка,len_text,Время от начала урока,Вежливость,Технические проблемы,Хорошее объяснение материала,Плохое объяснение материала и сложность,Помощь и понимание,Реклама и спам,Оскорбления и конфликты,Опоздание
960,962,332053.0,2024-03-16 13:34:27,у меня интернет не грузит,2024-03-16 13:36:34,,25,2.1166666666666667,0,0,1,0,0,0,0,0
961,963,332053.0,2024-03-16 13:34:27,плохо ловит,2024-03-16 13:36:40,,11,2.216666666666667,0,0,0,1,0,0,0,0
962,964,332053.0,2024-03-16 13:48:30,https://discord.gg/x3VB9zue,2024-03-16 14:02:46,,27,14.266666666666667,0,0,0,0,1,0,0,0
963,965,332053.0,2024-03-16 13:48:30,https://discord.gg/5mgd8efR,2024-03-16 14:21:15,,27,32.75,0,0,0,0,1,0,0,0
964,966,332053.0,2024-03-16 13:48:30,https://discord.gg/73CrAT9f,2024-03-16 14:21:41,,27,33.18333333333333,0,0,0,0,1,0,0,0
965,967,332054.0,2024-03-23 12:52:10,чат бот,2024-03-23 13:05:06,,7,12.933333333333334,0,0,1,0,0,0,0,0
966,968,332054.0,2024-03-23 12:52:10,"у меня чат бот для дискорда, помощник по школе",2024-03-23 13:05:48,,46,13.633333333333333,0,0,1,0,0,0,0,0
967,969,332054.0,2024-03-23 12:52:10,по типу там помочь с примером или узнать там информацию о чём либо,2024-03-23 13:06:24,,66,14.233333333333333,0,0,0,1,0,0,0,0
968,970,332054.0,2024-03-23 12:52:10,я могу у друга на след урок взять,2024-03-23 13:06:45,,33,14.583333333333334,0,0,0,1,0,0,0,0
969,971,332054.0,2024-03-23 12:52:10,а можно сказать что я буду делать,2024-03-23 13:10:50,,33,18.666666666666668,0,0,0,1,0,0,0,0
970,972,332054.0,2024-03-23 12:52:10,да,2024-03-23 13:16:14,,2,24.066666666666663,0,0,0,1,0,0,0,0
971,973,332054.0,2024-03-23 12:52:10,а у меня на ноутбуке нету телеграмма,2024-03-23 13:18:32,,36,26.366666666666667,0,0,0,0,0,1,0,0
972,974,332054.0,2024-03-23 13:21:40,чикс,2024-03-23 13:21:55,,4,0.25,0,0,0,1,0,0,0,0
973,975,332054.0,2024-03-23 13:21:40,оке,2024-03-23 13:23:32,,3,1.8666666666666667,0,0,1,0,0,0,0,0
974,976,332054.0,2024-03-23 13:21:40,ща посмотрю,2024-03-23 13:23:36,,11,1.9333333333333331,1,0,0,0,0,0,0,0
975,977,332054.0,2024-03-23 13:21:40,я хз,2024-03-23 13:24:39,,4,2.9833333333333334,0,0,1,0,0,0,0,0
976,978,332054.0,2024-03-23 13:21:40,я начал уже писать,2024-03-23 13:24:45,,18,3.083333333333333,0,0,0,1,0,0,0,0
977,979,332054.0,2024-03-23 13:21:40,пока тока базу добавил,2024-03-23 13:24:55,,22,3.25,1,0,0,0,0,0,0,0
978,980,332054.0,2024-03-23 13:21:40,lfqnt fqlb rfyfkf,2024-03-23 13:29:45,,17,8.083333333333334,0,0,0,1,0,0,0,0
979,981,332054.0,2024-03-23 13:21:40,дайте айди канала,2024-03-23 13:29:52,,17,8.2,0,0,0,0,1,0,0,0
980,982,332054.0,2024-03-23 13:21:40,https://discord.gg/HFGHrMYC,2024-03-23 13:30:58,,27,9.3,0,0,0,0,1,0,0,0
981,983,332054.0,2024-03-23 13:21:40,ты закончил с камень ножницы бумага??,2024-03-23 13:37:19,,37,15.65,0,1,0,0,0,0,0,0
982,984,332054.0,2024-03-23 13:21:40,давай делать game2,2024-03-23 13:37:44,,18,16.066666666666666,0,0,0,1,0,0,0,0
983,985,332054.0,2024-03-23 13:21:40,одному сложно,2024-03-23 13:37:54,,13,16.233333333333334,0,0,0,1,0,0,0,0
984,986,332054.0,2024-03-23 13:21:40,я могу скинуть,2024-03-23 13:38:41,,14,17.016666666666666,0,0,0,1,0,0,0,0
985,987,332054.0,2024-03-23 13:21:40,2️⃣,2024-03-23 13:39:06,,3,17.433333333333334,0,0,0,1,0,0,0,0
986,988,332054.0,2024-03-23 13:21:40,3️⃣,2024-03-23 13:39:16,,3,17.6,0,0,0,1,0,0,0,0
987,989,332054.0,2024-03-23 13:21:43,https://replit.com/join/kxjbtbgnko-milin1564,2024-03-23 13:23:04,,44,1.35,0,0,0,0,1,0,0,0
988,990,332054.0,2024-03-23 13:21:43,я знаю брат,2024-03-23 13:31:53,,11,10.166666666666666,1,0,0,0,0,0,0,0
989,991,332054.0,2024-03-23 13:21:43,у меня микро,2024-03-23 13:32:01,,12,10.3,0,1,0,0,0,0,0,0
990,992,332054.0,2024-03-23 13:21:43,такое я могу через само микро вырубить его,2024-03-23 13:32:20,,42,10.616666666666667,0,0,0,1,0,0,0,0
991,993,332054.0,2024-03-23 13:21:43,https://drive.google.com/drive/folders/18FRprP6rHbAyz73XrCLMuTI_8531W2qA?usp=sharing,2024-03-23 13:37:28,,84,15.75,0,0,0,0,1,0,0,0
992,994,332054.0,2024-03-23 13:56:06,ща анйду,2024-03-23 13:58:39,,8,2.55,1,0,0,0,0,0,0,0
993,995,332054.0,2024-03-23 13:56:06,так я не создал,2024-03-23 13:58:49,,15,2.716666666666667,0,1,0,0,0,0,0,0
994,996,332054.0,2024-03-23 13:56:06,не я создавал его,2024-03-23 13:58:58,,17,2.8666666666666667,0,1,0,0,0,0,0,0
995,997,332054.0,2024-03-23 13:56:06,это к саиду,2024-03-23 13:59:22,,11,3.2666666666666666,0,0,0,0,1,0,0,0
996,998,332054.0,2024-03-23 13:56:06,я сделал бота,2024-03-23 14:01:02,,13,4.933333333333334,0,1,0,0,0,0,0,0
997,999,332054.0,2024-03-23 13:56:06,https://discord.com/oauth2/authorize?client_id=1221096202854989895&permissions=8&scope=bot,2024-03-23 14:03:27,,90,7.35,0,0,0,0,1,0,0,0
998,1000,332054.0,2024-03-23 13:56:06,я сделал,2024-03-23 14:03:41,,8,7.583333333333333,0,1,0,0,0,0,0,0
999,1001,332054.0,2024-03-23 13:56:06,дайте мне админку в дс,2024-03-23 14:03:51,,22,7.75,0,0,0,0,1,0,0,0
